id,prompt,model_x,model_y,winner,left,right
1794,2,34,9,right,Guanaco (65B),Dolly v2 (12B)
1795,2,85,9,right,Jurassic 2 Light,Dolly v2 (12B)
1796,2,9,86,right,Dolly v2 (12B),Jurassic 2 Mid
1797,2,87,9,right,Jurassic 2 Ultra,Dolly v2 (12B)
1798,2,23,9,left,Koala (13B),Dolly v2 (12B)
1799,2,22,9,left,LLaMA 2 SFT v10 (70B),Dolly v2 (12B)
1800,2,16,9,left,LLaMA-2-Chat (13B),Dolly v2 (12B)
1801,2,9,17,right,Dolly v2 (12B),LLaMA-2-Chat (70B)
1802,2,15,9,right,LLaMA-2-Chat (7B),Dolly v2 (12B)
1803,2,9,93,right,Dolly v2 (12B),Luminous Base Control
1804,2,91,93,right,Luminous Base,Luminous Base Control
1805,2,92,9,right,Luminous Extended Control,Dolly v2 (12B)
1806,2,91,92,right,Luminous Base,Luminous Extended Control
1807,2,9,88,left,Dolly v2 (12B),Luminous Supreme
1808,2,88,91,tie,Luminous Supreme,Luminous Base
1809,2,89,9,right,Luminous Supreme Control,Dolly v2 (12B)
1810,2,91,89,right,Luminous Base,Luminous Supreme Control
1811,2,9,28,right,Dolly v2 (12B),MPT-Chat (30B)
1812,2,28,91,left,MPT-Chat (30B),Luminous Base
1813,2,9,27,right,Dolly v2 (12B),MPT-Chat (7B)
1814,2,27,91,left,MPT-Chat (7B),Luminous Base
1815,2,96,9,left,Mythalion 13B,Dolly v2 (12B)
1816,2,91,96,right,Luminous Base,Mythalion 13B
1817,2,9,11,right,Dolly v2 (12B),MythoMax-L2 (13B)
1818,2,91,11,right,Luminous Base,MythoMax-L2 (13B)
1819,2,14,9,left,Open-Assistant Pythia SFT-4 (12B),Dolly v2 (12B)
1820,2,14,91,left,Open-Assistant Pythia SFT-4 (12B),Luminous Base
1821,2,13,9,left,Open-Assistant StableLM SFT-7 (7B),Dolly v2 (12B)
1822,2,91,13,right,Luminous Base,Open-Assistant StableLM SFT-7 (7B)
1823,2,94,9,right,PaLM 2 Bison,Dolly v2 (12B)
1824,2,94,91,left,PaLM 2 Bison,Luminous Base
1825,2,9,95,right,Dolly v2 (12B),PaLM 2 Bison (Code Chat)
1826,2,95,91,left,PaLM 2 Bison (Code Chat),Luminous Base
1827,2,9,10,right,Dolly v2 (12B),Platypus-2 Instruct (70B)
1828,2,91,10,right,Luminous Base,Platypus-2 Instruct (70B)
1829,2,2,9,right,Pythia-Chat-Base (7B),Dolly v2 (12B)
1830,2,91,2,right,Luminous Base,Pythia-Chat-Base (7B)
1831,2,9,6,right,Dolly v2 (12B),Qwen-Chat (7B)
1832,2,6,91,right,Qwen-Chat (7B),Luminous Base
1833,2,99,9,left,ReMM SLERP L2 13B,Dolly v2 (12B)
1834,2,91,99,right,Luminous Base,ReMM SLERP L2 13B
1835,2,9,1,right,Dolly v2 (12B),RedPajama-INCITE Chat (3B)
1836,2,1,91,left,RedPajama-INCITE Chat (3B),Luminous Base
1837,2,9,25,right,Dolly v2 (12B),Vicuna v1.3 (13B)
1838,2,25,91,left,Vicuna v1.3 (13B),Luminous Base
1839,2,9,24,right,Dolly v2 (12B),Vicuna v1.3 (7B)
1840,2,91,24,right,Luminous Base,Vicuna v1.3 (7B)
1841,2,21,9,left,Vicuna-FastChat-T5 (3B),Dolly v2 (12B)
1842,2,21,91,left,Vicuna-FastChat-T5 (3B),Luminous Base
1843,2,75,9,left,command,Dolly v2 (12B)
1844,2,91,75,right,Luminous Base,command
1845,2,75,98,left,command,Weaver 12k
1846,2,9,76,right,Dolly v2 (12B),command-light
1847,2,91,76,right,Luminous Base,command-light
1848,2,98,76,right,Weaver 12k,command-light
1849,2,79,9,left,command-nightly,Dolly v2 (12B)
1850,2,79,91,left,command-nightly,Luminous Base
1851,2,79,98,left,command-nightly,Weaver 12k
2017,4,97,98,left,Airoboros L2 70B,Weaver 12k
2018,4,98,29,right,Weaver 12k,Alpaca (7B)
2019,4,5,98,left,Chronos Hermes (13B),Weaver 12k
2020,4,98,83,right,Weaver 12k,Claude Instant v1
2021,4,101,98,left,Claude v1,Weaver 12k
2022,4,98,100,right,Weaver 12k,Claude v1.2
2023,4,98,84,right,Weaver 12k,Claude v2
2024,4,19,98,right,Code Llama Instruct (13B),Weaver 12k
2025,4,98,20,right,Weaver 12k,Code Llama Instruct (34B)
2026,4,18,98,right,Code Llama Instruct (7B),Weaver 12k
2027,4,98,7,right,Weaver 12k,Dolly v2 (3B)
2028,4,98,8,right,Weaver 12k,Dolly v2 (7B)
2029,4,98,31,right,Weaver 12k,Falcon Instruct (40B)
2030,4,30,98,left,Falcon Instruct (7B),Weaver 12k
2031,4,98,81,right,Weaver 12k,GPT 3.5 Turbo
2032,4,98,82,right,Weaver 12k,GPT 3.5 Turbo (16k)
2033,4,98,80,right,Weaver 12k,GPT 4
2034,4,4,98,left,GPT-NeoXT-Chat-Base (20B),Weaver 12k
2035,4,32,98,right,Guanaco (13B),Weaver 12k
2036,4,34,98,right,Guanaco (65B),Weaver 12k
2037,4,98,85,right,Weaver 12k,Jurassic 2 Light
2038,4,98,86,right,Weaver 12k,Jurassic 2 Mid
2039,4,87,98,left,Jurassic 2 Ultra,Weaver 12k
2040,4,98,23,left,Weaver 12k,Koala (13B)
2041,4,22,98,left,LLaMA 2 SFT v10 (70B),Weaver 12k
2042,4,16,98,left,LLaMA-2-Chat (13B),Weaver 12k
2043,4,17,98,right,LLaMA-2-Chat (70B),Weaver 12k
2044,4,15,98,left,LLaMA-2-Chat (7B),Weaver 12k
2045,4,91,98,right,Luminous Base,Weaver 12k
2046,4,93,98,left,Luminous Base Control,Weaver 12k
2047,4,98,92,right,Weaver 12k,Luminous Extended Control
2048,4,88,98,right,Luminous Supreme,Weaver 12k
2049,4,98,89,left,Weaver 12k,Luminous Supreme Control
2050,4,98,28,right,Weaver 12k,MPT-Chat (30B)
2051,4,27,98,left,MPT-Chat (7B),Weaver 12k
2052,4,96,98,left,Mythalion 13B,Weaver 12k
2053,4,11,98,left,MythoMax-L2 (13B),Weaver 12k
2054,4,14,98,left,Open-Assistant Pythia SFT-4 (12B),Weaver 12k
2055,4,98,13,right,Weaver 12k,Open-Assistant StableLM SFT-7 (7B)
2056,4,94,98,left,PaLM 2 Bison,Weaver 12k
2057,4,98,95,right,Weaver 12k,PaLM 2 Bison (Code Chat)
2058,4,98,10,right,Weaver 12k,Platypus-2 Instruct (70B)
2059,4,98,2,right,Weaver 12k,Pythia-Chat-Base (7B)
2060,4,98,6,right,Weaver 12k,Qwen-Chat (7B)
2061,4,99,98,left,ReMM SLERP L2 13B,Weaver 12k
2062,4,1,98,right,RedPajama-INCITE Chat (3B),Weaver 12k
2063,4,98,3,right,Weaver 12k,RedPajama-INCITE Chat (7B)
2064,4,12,98,right,StarCoderChat Alpha (16B),Weaver 12k
2065,4,25,98,right,Vicuna v1.3 (13B),Weaver 12k
2066,4,24,98,left,Vicuna v1.3 (7B),Weaver 12k
2067,4,98,26,right,Weaver 12k,Vicuna v1.5 (13B)
2068,4,21,98,right,Vicuna-FastChat-T5 (3B),Weaver 12k
2069,4,9,97,right,Dolly v2 (12B),Airoboros L2 70B
2070,4,9,29,right,Dolly v2 (12B),Alpaca (7B)
2071,4,9,5,right,Dolly v2 (12B),Chronos Hermes (13B)
2072,4,9,83,right,Dolly v2 (12B),Claude Instant v1
2073,4,9,101,right,Dolly v2 (12B),Claude v1
2074,4,9,100,right,Dolly v2 (12B),Claude v1.2
2075,4,84,9,left,Claude v2,Dolly v2 (12B)
2076,4,19,9,left,Code Llama Instruct (13B),Dolly v2 (12B)
2077,4,20,9,left,Code Llama Instruct (34B),Dolly v2 (12B)
2078,4,9,18,right,Dolly v2 (12B),Code Llama Instruct (7B)
2079,4,97,33,left,Airoboros L2 70B,Guanaco (33B)
2080,4,33,29,right,Guanaco (33B),Alpaca (7B)
2081,4,33,5,right,Guanaco (33B),Chronos Hermes (13B)
2082,4,83,33,left,Claude Instant v1,Guanaco (33B)
2083,4,33,101,right,Guanaco (33B),Claude v1
2084,4,33,100,right,Guanaco (33B),Claude v1.2
2085,4,33,84,right,Guanaco (33B),Claude v2
2086,4,19,33,left,Code Llama Instruct (13B),Guanaco (33B)
2087,4,33,20,right,Guanaco (33B),Code Llama Instruct (34B)
2088,4,33,18,right,Guanaco (33B),Code Llama Instruct (7B)
2089,4,7,33,left,Dolly v2 (3B),Guanaco (33B)
2090,4,33,8,right,Guanaco (33B),Dolly v2 (7B)
2091,4,31,33,left,Falcon Instruct (40B),Guanaco (33B)
2092,4,30,33,left,Falcon Instruct (7B),Guanaco (33B)
2093,4,81,33,left,GPT 3.5 Turbo,Guanaco (33B)
2094,4,33,82,right,Guanaco (33B),GPT 3.5 Turbo (16k)
2095,4,80,33,left,GPT 4,Guanaco (33B)
2096,4,33,4,right,Guanaco (33B),GPT-NeoXT-Chat-Base (20B)
2097,4,33,32,right,Guanaco (33B),Guanaco (13B)
2098,4,34,18,right,Guanaco (65B),Code Llama Instruct (7B)
2099,4,34,9,left,Guanaco (65B),Dolly v2 (12B)
2100,4,86,18,left,Jurassic 2 Mid,Code Llama Instruct (7B)
2101,4,9,86,right,Dolly v2 (12B),Jurassic 2 Mid
2102,4,18,91,left,Code Llama Instruct (7B),Luminous Base
2103,4,9,91,left,Dolly v2 (12B),Luminous Base
2104,4,18,90,left,Code Llama Instruct (7B),Luminous Extended
2105,4,90,7,right,Luminous Extended,Dolly v2 (3B)
2106,4,8,90,left,Dolly v2 (7B),Luminous Extended
2107,4,88,18,right,Luminous Supreme,Code Llama Instruct (7B)
2108,4,88,7,right,Luminous Supreme,Dolly v2 (3B)
2109,4,1,18,right,RedPajama-INCITE Chat (3B),Code Llama Instruct (7B)
2110,4,1,7,right,RedPajama-INCITE Chat (3B),Dolly v2 (3B)
2111,4,18,12,right,Code Llama Instruct (7B),StarCoderChat Alpha (16B)
2112,4,12,7,right,StarCoderChat Alpha (16B),Dolly v2 (3B)
2113,4,7,9,left,Dolly v2 (3B),Dolly v2 (12B)
2114,4,8,9,left,Dolly v2 (7B),Dolly v2 (12B)
2115,4,31,9,left,Falcon Instruct (40B),Dolly v2 (12B)
2116,4,9,30,right,Dolly v2 (12B),Falcon Instruct (7B)
2117,4,81,9,left,GPT 3.5 Turbo,Dolly v2 (12B)
2118,4,9,82,right,Dolly v2 (12B),GPT 3.5 Turbo (16k)
2119,4,80,9,left,GPT 4,Dolly v2 (12B)
2120,4,9,4,right,Dolly v2 (12B),GPT-NeoXT-Chat-Base (20B)
2121,4,32,9,left,Guanaco (13B),Dolly v2 (12B)
2122,4,85,9,left,Jurassic 2 Light,Dolly v2 (12B)
2123,4,33,85,right,Guanaco (33B),Jurassic 2 Light
2124,4,87,9,left,Jurassic 2 Ultra,Dolly v2 (12B)
2125,4,33,87,right,Guanaco (33B),Jurassic 2 Ultra
2126,4,9,23,left,Dolly v2 (12B),Koala (13B)
2127,4,33,23,left,Guanaco (33B),Koala (13B)
2128,4,9,22,right,Dolly v2 (12B),LLaMA 2 SFT v10 (70B)
2129,4,33,22,right,Guanaco (33B),LLaMA 2 SFT v10 (70B)
2130,4,16,9,left,LLaMA-2-Chat (13B),Dolly v2 (12B)
2131,4,16,33,left,LLaMA-2-Chat (13B),Guanaco (33B)
2132,4,9,17,right,Dolly v2 (12B),LLaMA-2-Chat (70B)
2133,4,33,17,right,Guanaco (33B),LLaMA-2-Chat (70B)
2134,4,9,15,right,Dolly v2 (12B),LLaMA-2-Chat (7B)
2135,4,33,15,right,Guanaco (33B),LLaMA-2-Chat (7B)
2136,4,9,93,right,Dolly v2 (12B),Luminous Base Control
2137,4,33,93,right,Guanaco (33B),Luminous Base Control
2138,4,92,9,left,Luminous Extended Control,Dolly v2 (12B)
2139,4,92,33,left,Luminous Extended Control,Guanaco (33B)
2140,4,89,9,left,Luminous Supreme Control,Dolly v2 (12B)
2141,4,33,89,right,Guanaco (33B),Luminous Supreme Control
2142,4,9,28,right,Dolly v2 (12B),MPT-Chat (30B)
2143,4,28,33,left,MPT-Chat (30B),Guanaco (33B)
2144,4,27,9,left,MPT-Chat (7B),Dolly v2 (12B)
2145,4,27,33,left,MPT-Chat (7B),Guanaco (33B)
2146,4,96,9,left,Mythalion 13B,Dolly v2 (12B)
2147,4,96,33,left,Mythalion 13B,Guanaco (33B)
2148,4,9,11,right,Dolly v2 (12B),MythoMax-L2 (13B)
2149,4,11,33,left,MythoMax-L2 (13B),Guanaco (33B)
2150,4,14,9,left,Open-Assistant Pythia SFT-4 (12B),Dolly v2 (12B)
2151,4,33,14,right,Guanaco (33B),Open-Assistant Pythia SFT-4 (12B)
2152,4,9,13,right,Dolly v2 (12B),Open-Assistant StableLM SFT-7 (7B)
2153,4,33,13,right,Guanaco (33B),Open-Assistant StableLM SFT-7 (7B)
2154,4,9,94,right,Dolly v2 (12B),PaLM 2 Bison
2155,4,33,94,right,Guanaco (33B),PaLM 2 Bison
2156,4,9,95,right,Dolly v2 (12B),PaLM 2 Bison (Code Chat)
2157,4,33,95,right,Guanaco (33B),PaLM 2 Bison (Code Chat)
2158,4,9,10,right,Dolly v2 (12B),Platypus-2 Instruct (70B)
2159,4,10,33,left,Platypus-2 Instruct (70B),Guanaco (33B)
2160,4,2,9,left,Pythia-Chat-Base (7B),Dolly v2 (12B)
2161,4,33,2,right,Guanaco (33B),Pythia-Chat-Base (7B)
2162,4,9,6,right,Dolly v2 (12B),Qwen-Chat (7B)
2163,4,33,6,right,Guanaco (33B),Qwen-Chat (7B)
2164,4,99,9,left,ReMM SLERP L2 13B,Dolly v2 (12B)
2165,4,99,33,left,ReMM SLERP L2 13B,Guanaco (33B)
2166,4,3,9,left,RedPajama-INCITE Chat (7B),Dolly v2 (12B)
2167,4,33,3,right,Guanaco (33B),RedPajama-INCITE Chat (7B)
2168,4,25,9,left,Vicuna v1.3 (13B),Dolly v2 (12B)
2169,4,33,25,right,Guanaco (33B),Vicuna v1.3 (13B)
2170,4,9,24,right,Dolly v2 (12B),Vicuna v1.3 (7B)
2171,4,24,33,left,Vicuna v1.3 (7B),Guanaco (33B)
2172,4,26,9,left,Vicuna v1.5 (13B),Dolly v2 (12B)
2173,4,26,33,left,Vicuna v1.5 (13B),Guanaco (33B)
2174,4,21,9,left,Vicuna-FastChat-T5 (3B),Dolly v2 (12B)
2175,4,33,21,right,Guanaco (33B),Vicuna-FastChat-T5 (3B)
2176,4,75,9,left,command,Dolly v2 (12B)
2177,4,33,75,right,Guanaco (33B),command
2178,4,75,98,right,command,Weaver 12k
2179,4,9,76,right,Dolly v2 (12B),command-light
2180,4,33,76,tie,Guanaco (33B),command-light
2181,4,98,76,left,Weaver 12k,command-light
2182,4,9,79,right,Dolly v2 (12B),command-nightly
2183,4,33,79,right,Guanaco (33B),command-nightly
2184,4,79,98,left,command-nightly,Weaver 12k
2185,6,98,97,left,Weaver 12k,Airoboros L2 70B
2186,6,29,98,right,Alpaca (7B),Weaver 12k
2187,6,5,98,right,Chronos Hermes (13B),Weaver 12k
2188,6,98,83,right,Weaver 12k,Claude Instant v1
2189,6,98,101,right,Weaver 12k,Claude v1
2190,6,100,98,left,Claude v1.2,Weaver 12k
2191,6,98,84,left,Weaver 12k,Claude v2
2192,6,19,98,right,Code Llama Instruct (13B),Weaver 12k
2193,6,20,98,right,Code Llama Instruct (34B),Weaver 12k
2194,6,18,98,right,Code Llama Instruct (7B),Weaver 12k
2195,6,98,7,left,Weaver 12k,Dolly v2 (3B)
2196,6,98,8,right,Weaver 12k,Dolly v2 (7B)
2197,6,31,98,left,Falcon Instruct (40B),Weaver 12k
2198,6,98,30,right,Weaver 12k,Falcon Instruct (7B)
2199,6,81,98,left,GPT 3.5 Turbo,Weaver 12k
2200,6,82,98,left,GPT 3.5 Turbo (16k),Weaver 12k
2201,6,80,98,left,GPT 4,Weaver 12k
2202,6,4,98,right,GPT-NeoXT-Chat-Base (20B),Weaver 12k
2203,6,98,32,right,Weaver 12k,Guanaco (13B)
2204,6,33,98,right,Guanaco (33B),Weaver 12k
2205,6,34,98,right,Guanaco (65B),Weaver 12k
2206,6,98,85,left,Weaver 12k,Jurassic 2 Light
2207,6,86,98,left,Jurassic 2 Mid,Weaver 12k
2208,6,87,98,left,Jurassic 2 Ultra,Weaver 12k
2209,6,23,98,right,Koala (13B),Weaver 12k
2210,6,98,22,right,Weaver 12k,LLaMA 2 SFT v10 (70B)
2211,6,98,16,left,Weaver 12k,LLaMA-2-Chat (13B)
2212,6,17,98,left,LLaMA-2-Chat (70B),Weaver 12k
2213,6,98,15,left,Weaver 12k,LLaMA-2-Chat (7B)
2214,6,91,98,right,Luminous Base,Weaver 12k
2215,6,93,98,right,Luminous Base Control,Weaver 12k
2216,6,98,92,right,Weaver 12k,Luminous Extended Control
2217,6,88,98,right,Luminous Supreme,Weaver 12k
2218,6,98,89,left,Weaver 12k,Luminous Supreme Control
2219,6,28,98,right,MPT-Chat (30B),Weaver 12k
2220,6,98,27,left,Weaver 12k,MPT-Chat (7B)
2221,6,98,96,right,Weaver 12k,Mythalion 13B
2222,6,11,98,left,MythoMax-L2 (13B),Weaver 12k
2223,6,98,14,left,Weaver 12k,Open-Assistant Pythia SFT-4 (12B)
2224,6,98,13,left,Weaver 12k,Open-Assistant StableLM SFT-7 (7B)
2225,6,94,98,left,PaLM 2 Bison,Weaver 12k
2226,6,95,98,left,PaLM 2 Bison (Code Chat),Weaver 12k
2227,6,98,10,right,Weaver 12k,Platypus-2 Instruct (70B)
2228,6,98,2,left,Weaver 12k,Pythia-Chat-Base (7B)
2229,6,6,98,right,Qwen-Chat (7B),Weaver 12k
2230,6,98,99,right,Weaver 12k,ReMM SLERP L2 13B
2231,6,98,1,left,Weaver 12k,RedPajama-INCITE Chat (3B)
2232,6,3,98,right,RedPajama-INCITE Chat (7B),Weaver 12k
2233,6,98,12,left,Weaver 12k,StarCoderChat Alpha (16B)
2234,6,25,98,right,Vicuna v1.3 (13B),Weaver 12k
2235,6,24,98,right,Vicuna v1.3 (7B),Weaver 12k
2236,6,26,98,left,Vicuna v1.5 (13B),Weaver 12k
2237,6,98,21,right,Weaver 12k,Vicuna-FastChat-T5 (3B)
2238,6,97,90,left,Airoboros L2 70B,Luminous Extended
2239,6,29,90,left,Alpaca (7B),Luminous Extended
2240,6,5,90,left,Chronos Hermes (13B),Luminous Extended
2241,6,90,83,right,Luminous Extended,Claude Instant v1
2242,6,90,101,right,Luminous Extended,Claude v1
2243,6,90,100,right,Luminous Extended,Claude v1.2
2244,6,90,84,right,Luminous Extended,Claude v2
2245,6,90,19,right,Luminous Extended,Code Llama Instruct (13B)
2246,6,20,90,left,Code Llama Instruct (34B),Luminous Extended
2247,6,90,18,right,Luminous Extended,Code Llama Instruct (7B)
2248,6,7,90,left,Dolly v2 (3B),Luminous Extended
2249,6,8,90,left,Dolly v2 (7B),Luminous Extended
2250,6,31,90,left,Falcon Instruct (40B),Luminous Extended
2251,6,30,90,left,Falcon Instruct (7B),Luminous Extended
2252,6,81,90,left,GPT 3.5 Turbo,Luminous Extended
2253,6,82,90,left,GPT 3.5 Turbo (16k),Luminous Extended
2254,6,90,80,right,Luminous Extended,GPT 4
2255,6,90,4,right,Luminous Extended,GPT-NeoXT-Chat-Base (20B)
2256,6,90,32,right,Luminous Extended,Guanaco (13B)
2257,6,33,90,tie,Guanaco (33B),Luminous Extended
2258,6,90,34,right,Luminous Extended,Guanaco (65B)
2259,6,85,90,left,Jurassic 2 Light,Luminous Extended
2260,6,86,90,left,Jurassic 2 Mid,Luminous Extended
2261,6,87,90,left,Jurassic 2 Ultra,Luminous Extended
2262,6,23,90,left,Koala (13B),Luminous Extended
2263,6,22,90,left,LLaMA 2 SFT v10 (70B),Luminous Extended
2264,6,16,90,left,LLaMA-2-Chat (13B),Luminous Extended
2265,6,90,15,right,Luminous Extended,LLaMA-2-Chat (7B)
2266,6,90,93,right,Luminous Extended,Luminous Base Control
2267,6,9,97,right,Dolly v2 (12B),Airoboros L2 70B
2268,6,9,29,right,Dolly v2 (12B),Alpaca (7B)
2269,6,9,5,tie,Dolly v2 (12B),Chronos Hermes (13B)
2270,6,83,9,left,Claude Instant v1,Dolly v2 (12B)
2271,6,9,101,right,Dolly v2 (12B),Claude v1
2272,6,9,100,right,Dolly v2 (12B),Claude v1.2
2273,6,9,84,right,Dolly v2 (12B),Claude v2
2274,6,9,19,left,Dolly v2 (12B),Code Llama Instruct (13B)
2275,6,9,20,left,Dolly v2 (12B),Code Llama Instruct (34B)
2276,6,18,9,left,Code Llama Instruct (7B),Dolly v2 (12B)
2277,6,34,19,left,Guanaco (65B),Code Llama Instruct (13B)
2278,6,19,23,right,Code Llama Instruct (13B),Koala (13B)
2279,6,17,19,left,LLaMA-2-Chat (70B),Code Llama Instruct (13B)
2280,6,17,20,left,LLaMA-2-Chat (70B),Code Llama Instruct (34B)
2281,6,19,91,tie,Code Llama Instruct (13B),Luminous Base
2282,6,20,91,tie,Code Llama Instruct (34B),Luminous Base
2283,6,88,19,tie,Luminous Supreme,Code Llama Instruct (13B)
2284,6,88,20,tie,Luminous Supreme,Code Llama Instruct (34B)
2285,6,14,19,tie,Open-Assistant Pythia SFT-4 (12B),Code Llama Instruct (13B)
2286,6,14,20,left,Open-Assistant Pythia SFT-4 (12B),Code Llama Instruct (34B)
2287,6,3,19,right,RedPajama-INCITE Chat (7B),Code Llama Instruct (13B)
2288,6,3,20,right,RedPajama-INCITE Chat (7B),Code Llama Instruct (34B)
2289,6,19,12,tie,Code Llama Instruct (13B),StarCoderChat Alpha (16B)
2290,6,90,12,right,Luminous Extended,StarCoderChat Alpha (16B)
2291,6,9,7,left,Dolly v2 (12B),Dolly v2 (3B)
2292,6,8,9,left,Dolly v2 (7B),Dolly v2 (12B)
2293,6,9,31,right,Dolly v2 (12B),Falcon Instruct (40B)
2294,6,30,9,left,Falcon Instruct (7B),Dolly v2 (12B)
2295,6,81,9,left,GPT 3.5 Turbo,Dolly v2 (12B)
2296,6,82,9,left,GPT 3.5 Turbo (16k),Dolly v2 (12B)
2297,6,9,80,right,Dolly v2 (12B),GPT 4
2298,6,4,9,left,GPT-NeoXT-Chat-Base (20B),Dolly v2 (12B)
2299,6,32,9,left,Guanaco (13B),Dolly v2 (12B)
2300,6,33,9,right,Guanaco (33B),Dolly v2 (12B)
2301,6,9,85,right,Dolly v2 (12B),Jurassic 2 Light
2302,6,9,86,right,Dolly v2 (12B),Jurassic 2 Mid
2303,6,87,9,left,Jurassic 2 Ultra,Dolly v2 (12B)
2304,6,9,22,right,Dolly v2 (12B),LLaMA 2 SFT v10 (70B)
2305,6,16,9,left,LLaMA-2-Chat (13B),Dolly v2 (12B)
2306,6,9,15,right,Dolly v2 (12B),LLaMA-2-Chat (7B)
2307,6,93,9,left,Luminous Base Control,Dolly v2 (12B)
2308,6,92,9,left,Luminous Extended Control,Dolly v2 (12B)
2309,6,92,90,left,Luminous Extended Control,Luminous Extended
2310,6,89,9,right,Luminous Supreme Control,Dolly v2 (12B)
2311,6,89,90,tie,Luminous Supreme Control,Luminous Extended
2312,6,9,28,right,Dolly v2 (12B),MPT-Chat (30B)
2313,6,28,90,left,MPT-Chat (30B),Luminous Extended
2314,6,27,9,left,MPT-Chat (7B),Dolly v2 (12B)
2315,6,90,27,right,Luminous Extended,MPT-Chat (7B)
2316,6,96,9,left,Mythalion 13B,Dolly v2 (12B)
2317,6,90,96,right,Luminous Extended,Mythalion 13B
2318,6,11,9,left,MythoMax-L2 (13B),Dolly v2 (12B)
2319,6,11,90,left,MythoMax-L2 (13B),Luminous Extended
2320,6,9,13,right,Dolly v2 (12B),Open-Assistant StableLM SFT-7 (7B)
2321,6,90,13,right,Luminous Extended,Open-Assistant StableLM SFT-7 (7B)
2322,6,9,94,right,Dolly v2 (12B),PaLM 2 Bison
2323,6,94,90,left,PaLM 2 Bison,Luminous Extended
2324,6,9,95,right,Dolly v2 (12B),PaLM 2 Bison (Code Chat)
2325,6,95,90,left,PaLM 2 Bison (Code Chat),Luminous Extended
2326,6,10,9,left,Platypus-2 Instruct (70B),Dolly v2 (12B)
2327,6,90,10,right,Luminous Extended,Platypus-2 Instruct (70B)
2328,6,9,2,right,Dolly v2 (12B),Pythia-Chat-Base (7B)
2329,6,90,2,right,Luminous Extended,Pythia-Chat-Base (7B)
2330,6,9,6,right,Dolly v2 (12B),Qwen-Chat (7B)
2331,6,90,6,right,Luminous Extended,Qwen-Chat (7B)
2332,6,99,9,left,ReMM SLERP L2 13B,Dolly v2 (12B)
2333,6,90,99,right,Luminous Extended,ReMM SLERP L2 13B
2334,6,9,1,right,Dolly v2 (12B),RedPajama-INCITE Chat (3B)
2335,6,1,90,left,RedPajama-INCITE Chat (3B),Luminous Extended
2336,6,25,9,right,Vicuna v1.3 (13B),Dolly v2 (12B)
2337,6,90,25,right,Luminous Extended,Vicuna v1.3 (13B)
2338,6,24,9,left,Vicuna v1.3 (7B),Dolly v2 (12B)
2339,6,24,90,left,Vicuna v1.3 (7B),Luminous Extended
2340,6,26,9,left,Vicuna v1.5 (13B),Dolly v2 (12B)
2341,6,90,26,right,Luminous Extended,Vicuna v1.5 (13B)
2342,6,21,9,left,Vicuna-FastChat-T5 (3B),Dolly v2 (12B)
2343,6,90,21,right,Luminous Extended,Vicuna-FastChat-T5 (3B)
2344,6,9,75,right,Dolly v2 (12B),command
2345,6,75,90,left,command,Luminous Extended
2346,6,75,98,right,command,Weaver 12k
2347,6,76,9,left,command-light,Dolly v2 (12B)
2348,6,90,76,right,Luminous Extended,command-light
2349,6,98,76,left,Weaver 12k,command-light
2350,6,9,79,right,Dolly v2 (12B),command-nightly
2351,6,90,79,right,Luminous Extended,command-nightly
2352,6,79,98,right,command-nightly,Weaver 12k
2353,10,97,98,left,Airoboros L2 70B,Weaver 12k
2354,10,29,98,left,Alpaca (7B),Weaver 12k
2355,10,5,98,left,Chronos Hermes (13B),Weaver 12k
2356,10,98,83,right,Weaver 12k,Claude Instant v1
2357,10,98,101,right,Weaver 12k,Claude v1
2358,10,98,100,right,Weaver 12k,Claude v1.2
2359,10,84,98,left,Claude v2,Weaver 12k
2360,10,19,98,left,Code Llama Instruct (13B),Weaver 12k
2361,10,20,98,left,Code Llama Instruct (34B),Weaver 12k
2362,10,98,18,right,Weaver 12k,Code Llama Instruct (7B)
2363,10,9,98,left,Dolly v2 (12B),Weaver 12k
2364,10,98,7,right,Weaver 12k,Dolly v2 (3B)
2365,10,8,98,left,Dolly v2 (7B),Weaver 12k
2366,10,98,31,right,Weaver 12k,Falcon Instruct (40B)
2367,10,98,30,right,Weaver 12k,Falcon Instruct (7B)
2368,10,81,98,left,GPT 3.5 Turbo,Weaver 12k
2369,10,98,82,right,Weaver 12k,GPT 3.5 Turbo (16k)
2370,10,80,98,left,GPT 4,Weaver 12k
2371,10,98,4,right,Weaver 12k,GPT-NeoXT-Chat-Base (20B)
2372,10,98,32,right,Weaver 12k,Guanaco (13B)
2373,10,98,33,right,Weaver 12k,Guanaco (33B)
2374,10,98,34,right,Weaver 12k,Guanaco (65B)
2375,10,98,86,right,Weaver 12k,Jurassic 2 Mid
2376,10,98,87,right,Weaver 12k,Jurassic 2 Ultra
2377,10,23,98,left,Koala (13B),Weaver 12k
2378,10,22,98,left,LLaMA 2 SFT v10 (70B),Weaver 12k
2379,10,98,16,right,Weaver 12k,LLaMA-2-Chat (13B)
2380,10,98,17,right,Weaver 12k,LLaMA-2-Chat (70B)
2381,10,98,15,right,Weaver 12k,LLaMA-2-Chat (7B)
2382,10,98,28,right,Weaver 12k,MPT-Chat (30B)
2383,10,27,98,left,MPT-Chat (7B),Weaver 12k
2384,10,98,96,right,Weaver 12k,Mythalion 13B
